BrokerName	LocationName	SalePrice	
Zest Car Rental	Keflavik International Airport	£349.09	
Zest Car Rental	Keflavik International Airport	£486.43	
Zest Car Rental	Keflavik International Airport	£276.77	
Zest Car Rental	Keflavik International Airport	£397.47	
Zest Car Rental	Keflavik International Airport	£343.24	
Zest Car Rental	Keflavik International Airport	£1240.9	
Zest Car Rental	Keflavik International Airport	£305.74	
Zest Car Rental	Keflavik International Airport	£709.96	
Zest Car Rental	Keflavik International Airport	£1262.89	
Zest Car Rental	Keflavik International Airport	£1549.48	
Zest Car Rental	Keflavik International Airport	£1872.49	
Zest Car Rental	Keflavik International Airport	£407.1	
Zest Car Rental	Keflavik International Airport	£309	
Zest Car Rental	Keflavik International Airport	£1037.69	
Zest Car Rental	Keflavik International Airport	£286.98	
Zest Car Rental	Keflavik International Airport	£400.59	
Zest Car Rental	Keflavik International Airport	£1783.82	
Zest Car Rental	Keflavik International Airport	£449.44	
Zest Car Rental	Keflavik International Airport	£518.17	
Zest Car Rental	Keflavik International Airport	£424	
Zest Car Rental	Keflavik International Airport	£399.48	
Zest Car Rental	Keflavik International Airport	£335.2	
Zest Car Rental	Keflavik International Airport	£481.1	
Zest Car Rental	Keflavik International Airport	£380.73	
Zest Car Rental	Keflavik International Airport	£2667.41	
Zest Car Rental	Keflavik International Airport	£1208.5	
Zest Car Rental	Keflavik International Airport	£1505.71	
Zest Car Rental	Keflavik International Airport	£1187.07	
Zest Car Rental	Keflavik International Airport	£1806.32	
Zest Car Rental	Keflavik International Airport	£2138.63	
Zest Car Rental	Keflavik International Airport	£468.19	
Zest Car Rental	Keflavik International Airport	£439.21	
Zest Car Rental	Keflavik International Airport	£323.4	
Zest Car Rental	Keflavik International Airport	£891.02	
Zest Car Rental	Keflavik International Airport	£462.51	
Zest Car Rental	Keflavik International Airport	£1055.93	
Zest Car Rental	Keflavik International Airport	£500.89	
Zest Car Rental	Keflavik International Airport	£1589.57	
Zest Car Rental	Keflavik International Airport	£713.34	
Zest Car Rental	Keflavik International Airport	£480.66	
Zest Car Rental	Keflavik International Airport	£513.28	
Zest Car Rental	Keflavik International Airport	£486.43	
Zest Car Rental	Keflavik International Airport	£1012.14	
Zest Car Rental	Keflavik International Airport	£312.02	
Auto Europe	Keflavik International Airport	£425.8	
Auto Europe	Keflavik International Airport	£417.2	
Auto Europe	Keflavik International Airport	£287.71	
Auto Europe	Keflavik International Airport	£338.83	
Auto Europe	Keflavik International Airport	£328.28	
Auto Europe	Keflavik International Airport	£411.56	
Auto Europe	Keflavik International Airport	£462.12	
Auto Europe	Keflavik International Airport	£237.85	
Auto Europe	Keflavik International Airport	£311.85	
Auto Europe	Keflavik International Airport	£270.96	
Auto Europe	Keflavik International Airport	£234.8	
Auto Europe	Keflavik International Airport	£295.99	
Auto Europe	Keflavik International Airport	£812.37	
Auto Europe	Keflavik International Airport	£655.47	
Auto Europe	Keflavik International Airport	£266.68	
Auto Europe	Keflavik International Airport	£364.54	
Auto Europe	Keflavik International Airport	£354.15	
Auto Europe	Keflavik International Airport	£334.62	
Auto Europe	Keflavik International Airport	£253.3	
Auto Europe	Keflavik International Airport	£494.61	
Auto Europe	Keflavik International Airport	£217.41	
Auto Europe	Keflavik International Airport	£280.67	
Auto Europe	Keflavik International Airport	£258.07	
Auto Europe	Keflavik International Airport	£413.36	
Auto Europe	Keflavik International Airport	£259.76	
Auto Europe	Keflavik International Airport	£258.71	
Auto Europe	Keflavik International Airport	£342.19	
Auto Europe	Keflavik International Airport	£284.73	
Auto Europe	Keflavik International Airport	£310.5	
Auto Europe	Keflavik International Airport	£873.81	
Auto Europe	Keflavik International Airport	£317.41	
Auto Europe	Keflavik International Airport	£405.15	
Auto Europe	Keflavik International Airport	£440.35	
Auto Europe	Keflavik International Airport	£276.7	
Auto Europe	Keflavik International Airport	£355.25	
Auto Europe	Keflavik International Airport	£357.74	
Auto Europe	Keflavik International Airport	£364.92	
Auto Europe	Keflavik International Airport	£234.8	
Auto Europe	Keflavik International Airport	£270.96	
Auto Europe	Keflavik International Airport	£295.99	
Auto Europe	Keflavik International Airport	£537.94	
Auto Europe	Keflavik International Airport	£446.82	
Auto Europe	Keflavik International Airport	£379.74	
Auto Europe	Keflavik International Airport	£871.82	
Auto Europe	Keflavik International Airport	£798.27	
Auto Europe	Keflavik International Airport	£626.13	
Auto Europe	Keflavik International Airport	£386.31	
Auto Europe	Keflavik International Airport	£277.55	
Auto Europe	Keflavik International Airport	£1009.38	
Auto Europe	Keflavik International Airport	£870.34	
Auto Europe	Keflavik International Airport	£1231.49	
Auto Europe	Keflavik International Airport	£1002.99	
Auto Europe	Keflavik International Airport	£1100.07	
Auto Europe	Keflavik International Airport	£601.63	
Auto Europe	Keflavik International Airport	£412.98	
Auto Europe	Keflavik International Airport	£1002.99	
Auto Europe	Keflavik International Airport	£577.68	
Auto Europe	Keflavik International Airport	£573.01	
Auto Europe	Keflavik International Airport	£716.17	
Auto Europe	Keflavik International Airport	£661.9	
GotRentalCars	Keflavik International Airport	£403	
GotRentalCars	Keflavik International Airport	£330	
GotRentalCars	Keflavik International Airport	£262	
GotRentalCars	Keflavik International Airport	£364	
Auto Europe	Keflavik International Airport	£434.07	
VIPCars	Keflavik International Airport	£299.81	
VIPCars	Keflavik International Airport	£611.74	
VIPCars	Keflavik International Airport	£855.46	
VIPCars	Keflavik International Airport	£674.07	
VIPCars	Keflavik International Airport	£274.84	
VIPCars	Keflavik International Airport	£485	
VIPCars	Keflavik International Airport	£564	
VIPCars	Keflavik International Airport	£264.84	
VIPCars	Keflavik International Airport	£315	
VIPCars	Keflavik International Airport	£367	
VIPCars	Keflavik International Airport	£762	
VIPCars	Keflavik International Airport	£888	
VIPCars	Keflavik International Airport	£389	
VIPCars	Keflavik International Airport	£452	
VIPCars	Keflavik International Airport	£1166	
VIPCars	Keflavik International Airport	£2248.87	
VIPCars	Keflavik International Airport	£584.79	
VIPCars	Keflavik International Airport	£2104.19	
VIPCars	Keflavik International Airport	£318.29	
VIPCars	Keflavik International Airport	£348	
VIPCars	Keflavik International Airport	£300	
VIPCars	Keflavik International Airport	£1809.18	
VIPCars	Keflavik International Airport	£573	
VIPCars	Keflavik International Airport	£495	
VIPCars	Keflavik International Airport	£331	
VIPCars	Keflavik International Airport	£385	
VIPCars	Keflavik International Airport	£333.12	
VIPCars	Keflavik International Airport	£1112.7	
VIPCars	Keflavik International Airport	£324.87	
VIPCars	Keflavik International Airport	£318.29	
VIPCars	Keflavik International Airport	£315	
VIPCars	Keflavik International Airport	£367	
VIPCars	Keflavik International Airport	£611.74	
VIPCars	Keflavik International Airport	£499.67	
VIPCars	Keflavik International Airport	£656.71	
VIPCars	Keflavik International Airport	£333.12	
VIPCars	Keflavik International Airport	£413	
VIPCars	Keflavik International Airport	£479	
VIPCars	Keflavik International Airport	£401.13	
VIPCars	Keflavik International Airport	£1044.68	
VIPCars	Keflavik International Airport	£667	
VIPCars	Keflavik International Airport	£575	
VIPCars	Keflavik International Airport	£546	
VIPCars	Keflavik International Airport	£386.3	
VIPCars	Keflavik International Airport	£1166	
VIPCars	Keflavik International Airport	£1364	
VIPCars	Keflavik International Airport	£2868.95	
VIPCars	Keflavik International Airport	£1612.37	
VIPCars	Keflavik International Airport	£1081	
VIPCars	Keflavik International Airport	£928	
GotRentalCars	Keflavik International Airport	£290	
GotRentalCars	Keflavik International Airport	£325	
GotRentalCars	Keflavik International Airport	£328	
GotRentalCars	Keflavik International Airport	£427	
GotRentalCars	Keflavik International Airport	£655	
GotRentalCars	Keflavik International Airport	£423	
GotRentalCars	Keflavik International Airport	£408	
GotRentalCars	Keflavik International Airport	£305	
GotRentalCars	Keflavik International Airport	£317	
GotRentalCars	Keflavik International Airport	£524	
GotRentalCars	Keflavik International Airport	£281	
GotRentalCars	Keflavik International Airport	£546	
GotRentalCars	Keflavik International Airport	£452	
GotRentalCars	Keflavik International Airport	£389	
GotRentalCars	Keflavik International Airport	£531	
GotRentalCars	Keflavik International Airport	£284	
GotRentalCars	Keflavik International Airport	£458	
GotRentalCars	Keflavik International Airport	£403	
GotRentalCars	Keflavik International Airport	£281	
GotRentalCars	Keflavik International Airport	£394	
GotRentalCars	Keflavik International Airport	£252	
GotRentalCars	Keflavik International Airport	£266	
GotRentalCars	Keflavik International Airport	£292	
GotRentalCars	Keflavik International Airport	£294	
GotRentalCars	Keflavik International Airport	£345	
GotRentalCars	Keflavik International Airport	£282	
GotRentalCars	Keflavik International Airport	£348	
GotRentalCars	Keflavik International Airport	£359	
GotRentalCars	Keflavik International Airport	£710	
GotRentalCars	Keflavik International Airport	£421	
GotRentalCars	Keflavik International Airport	£251	
GotRentalCars	Keflavik International Airport	£256	
GotRentalCars	Keflavik International Airport	£330	
GotRentalCars	Keflavik International Airport	£363	
GotRentalCars	Keflavik International Airport	£342	
GotRentalCars	Keflavik International Airport	£426	
GotRentalCars	Keflavik International Airport	£300	
GotRentalCars	Keflavik International Airport	£395	
GotRentalCars	Keflavik International Airport	£334	
GotRentalCars	Keflavik International Airport	£225	
GotRentalCars	Keflavik International Airport	£435	
GotRentalCars	Keflavik International Airport	£435	
GotRentalCars	Keflavik International Airport	£452	
GotRentalCars	Keflavik International Airport	£408	
GotRentalCars	Keflavik International Airport	£554	
GotRentalCars	Keflavik International Airport	£626	
GotRentalCars	Keflavik International Airport	£234	
GotRentalCars	Keflavik International Airport	£328	
GotRentalCars	Keflavik International Airport	£280	
GotRentalCars	Keflavik International Airport	£286	
GotRentalCars	Keflavik International Airport	£461	
GotRentalCars	Keflavik International Airport	£461	
GotRentalCars	Keflavik International Airport	£540	
GotRentalCars	Keflavik International Airport	£382	
GotRentalCars	Keflavik International Airport	£315	
GotRentalCars	Keflavik International Airport	£309	
GotRentalCars	Keflavik International Airport	£309	
GotRentalCars	Keflavik International Airport	£363	
GotRentalCars	Keflavik International Airport	£302	
GotRentalCars	Keflavik International Airport	£238	
GotRentalCars	Keflavik International Airport	£885	
GotRentalCars	Keflavik International Airport	£365	
GotRentalCars	Keflavik International Airport	£378	
GotRentalCars	Keflavik International Airport	£348	
GotRentalCars	Keflavik International Airport	£434	
GotRentalCars	Keflavik International Airport	£365	
GotRentalCars	Keflavik International Airport	£364	
GotRentalCars	Keflavik International Airport	£239	
GotRentalCars	Keflavik International Airport	£232	
GotRentalCars	Keflavik International Airport	£234	
GotRentalCars	Keflavik International Airport	£378	
GotRentalCars	Keflavik International Airport	£434	
GotRentalCars	Keflavik International Airport	£350	
GotRentalCars	Keflavik International Airport	£398	
GotRentalCars	Keflavik International Airport	£329	
GotRentalCars	Keflavik International Airport	£355	
GotRentalCars	Keflavik International Airport	£420	
GotRentalCars	Keflavik International Airport	£407	
GotRentalCars	Keflavik International Airport	£265	
GotRentalCars	Keflavik International Airport	£294	
GotRentalCars	Keflavik International Airport	£345	
GotRentalCars	Keflavik International Airport	£217	
GotRentalCars	Keflavik International Airport	£655	
GotRentalCars	Keflavik International Airport	£530	
